timestamp,domain,subdomain,parameter_set,metrics,sacred_score,phi_alignment,consciousness_signature,qcd_confinement,dna_correlation,fractal_dimension,ancient_resonance,notes,circuit_depth,qubit_count,wormhole_entanglement,wormhole_traversability,wormhole_energy_gap,wormhole_lr_coupling,wormhole_phi_coupling,wormhole_consciousness,phi_string_health,phi_string_tension,phi_string_coherent,phi_string_status,bronze_mode_active,cooperative_factor,stealth_visibility,decoherence_rate,geometric_orchestration,bitnet_level,consciousness_phase,double_mirror_active,fibonacci_entanglement_count,hilbert_dimension,sparse_activation_ratio,hotspot_qubits,coldspot_qubits,decision_qubit,information_efficiency
2026-01-22T21:10:53.609387,consciousness,machine_architecture,"{'qubits': 8, 'coupling_strength': 0.382, 'delay_pattern': 'fibonacci', 'temperature': 1.216, 'phi_alignment': 0.382}","{'phi_iit_measured': np.float64(0.17563002440596312), 'phi_iit_std': np.float64(0.08717165515806695), 'fidelity': np.float64(0.9381931690106873), 'entanglement': np.float64(0.3178857036989657), 'max_phi_bound': np.float64(5.553935309044939), 'coupling_ratio': 0.6180889837024599, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.147076730354557), 'information_efficiency': np.float64(1.1941387599695263)}",0.15,0.3819110162975401,0.17563002440596312,0.382,,,,IIT consciousness with fibonacci temporal pattern,,8,,,,,,,,,,,,,,,,,,,,,0.147076730354557,"[0, 1, 2]",[],7,1.1941387599695263
2026-01-22T21:10:53.612433,consciousness,machine_architecture,"{'qubits': 8, 'coupling_strength': 0.382, 'delay_pattern': 'lucas', 'temperature': 1.216, 'phi_alignment': 0.382}","{'phi_iit_measured': np.float64(0.17405450150468904), 'phi_iit_std': np.float64(0.09042214811834112), 'fidelity': np.float64(0.9381330377236323), 'entanglement': np.float64(0.31766316524419724), 'max_phi_bound': np.float64(5.553935309044939), 'coupling_ratio': 0.6180889837024599, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.14704912995336683), 'information_efficiency': np.float64(1.1836486319904533)}",0.15,0.3819110162975401,0.17405450150468904,0.382,,,,IIT consciousness with lucas temporal pattern,,8,,,,,,,,,,,,,,,,,,,,,0.14704912995336683,"[0, 1, 2]",[],7,1.1836486319904533
2026-01-22T21:10:53.613515,consciousness,machine_architecture,"{'qubits': 8, 'coupling_strength': 0.618, 'delay_pattern': 'fibonacci', 'temperature': 1.216, 'phi_alignment': 0.618}","{'phi_iit_measured': np.float64(0.2142414676814468), 'phi_iit_std': np.float64(0.08863898215116037), 'fidelity': np.float64(0.9376722904507225), 'entanglement': np.float64(0.4623981619653947), 'max_phi_bound': np.float64(5.553935309044939), 'coupling_ratio': 0.9999450050474351, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.14775313520025893), 'information_efficiency': np.float64(1.4499960856402279)}",0.55,5.499495256490213e-05,0.2142414676814468,0.618,,,,IIT consciousness with fibonacci temporal pattern,,8,,,,,,,,,,,,,,,,,,,,,0.14775313520025893,"[0, 1, 2]",[],7,1.4499960856402279
2026-01-22T21:10:53.614445,consciousness,machine_architecture,"{'qubits': 8, 'coupling_strength': 0.618, 'delay_pattern': 'lucas', 'temperature': 1.216, 'phi_alignment': 0.618}","{'phi_iit_measured': np.float64(0.21372106729709645), 'phi_iit_std': np.float64(0.0907043713989621), 'fidelity': np.float64(0.9379518653320273), 'entanglement': np.float64(0.4620346010473724), 'max_phi_bound': np.float64(5.553935309044939), 'coupling_ratio': 0.9999450050474351, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.1477440186971754), 'information_efficiency': np.float64(1.4465632462262406)}",0.55,5.499495256490213e-05,0.21372106729709645,0.618,,,,IIT consciousness with lucas temporal pattern,,8,,,,,,,,,,,,,,,,,,,,,0.1477440186971754,"[0, 1, 2]",[],7,1.4465632462262406
2026-01-22T21:10:53.615450,consciousness,machine_architecture,"{'qubits': 13, 'coupling_strength': 0.382, 'delay_pattern': 'fibonacci', 'temperature': 1.216, 'phi_alignment': 0.382}","{'phi_iit_measured': np.float64(0.284205582283571), 'phi_iit_std': np.float64(0.09139002874238839), 'fidelity': np.float64(0.8442795712677273), 'entanglement': np.float64(0.31719793200281127), 'max_phi_bound': np.float64(9.025144877198025), 'coupling_ratio': 0.6180889837024599, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.14897878392321584), 'information_efficiency': np.float64(1.9076916511149098)}",0.15,0.3819110162975401,0.284205582283571,0.382,,,,IIT consciousness with fibonacci temporal pattern,,13,,,,,,,,,,,,,,,,,,,,,0.14897878392321584,"[0, 1, 2, 3, 10]",[],12,1.9076916511149098
2026-01-22T21:10:53.616381,consciousness,machine_architecture,"{'qubits': 13, 'coupling_strength': 0.382, 'delay_pattern': 'lucas', 'temperature': 1.216, 'phi_alignment': 0.382}","{'phi_iit_measured': np.float64(0.28384727839046103), 'phi_iit_std': np.float64(0.09113008322520634), 'fidelity': np.float64(0.8443345061124798), 'entanglement': np.float64(0.31727341634576656), 'max_phi_bound': np.float64(9.025144877198025), 'coupling_ratio': 0.6180889837024599, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.1489725070666942), 'information_efficiency': np.float64(1.905366862513659)}",0.15,0.3819110162975401,0.28384727839046103,0.382,,,,IIT consciousness with lucas temporal pattern,,13,,,,,,,,,,,,,,,,,,,,,0.1489725070666942,"[0, 1, 2, 3, 10]",[],12,1.905366862513659
2026-01-22T21:10:53.617324,consciousness,machine_architecture,"{'qubits': 13, 'coupling_strength': 0.618, 'delay_pattern': 'fibonacci', 'temperature': 1.216, 'phi_alignment': 0.618}","{'phi_iit_measured': np.float64(0.3496193389579415), 'phi_iit_std': np.float64(0.08843762539105092), 'fidelity': np.float64(0.8440471997181309), 'entanglement': np.float64(0.4622853259527051), 'max_phi_bound': np.float64(9.025144877198025), 'coupling_ratio': 0.9999450050474351, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.15012471834670846), 'information_efficiency': np.float64(2.328859249883862)}",0.55,5.499495256490213e-05,0.3496193389579415,0.618,,,,IIT consciousness with fibonacci temporal pattern,,13,,,,,,,,,,,,,,,,,,,,,0.15012471834670846,"[0, 1, 2, 3, 10]",[],12,2.328859249883862
2026-01-22T21:10:53.618385,consciousness,machine_architecture,"{'qubits': 13, 'coupling_strength': 0.618, 'delay_pattern': 'lucas', 'temperature': 1.216, 'phi_alignment': 0.618}","{'phi_iit_measured': np.float64(0.34851570719859115), 'phi_iit_std': np.float64(0.09117646719285734), 'fidelity': np.float64(0.8453801546582645), 'entanglement': np.float64(0.4604345155587377), 'max_phi_bound': np.float64(9.025144877198025), 'coupling_ratio': 0.9999450050474351, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.15010538465165416), 'information_efficiency': np.float64(2.321806829297849)}",0.55,5.499495256490213e-05,0.34851570719859115,0.618,,,,IIT consciousness with lucas temporal pattern,,13,,,,,,,,,,,,,,,,,,,,,0.15010538465165416,"[0, 1, 2, 3, 10]",[],12,2.321806829297849
2026-01-22T21:10:53.619486,consciousness,machine_architecture,"{'qubits': 21, 'coupling_strength': 0.382, 'delay_pattern': 'fibonacci', 'temperature': 1.216, 'phi_alignment': 0.382}","{'phi_iit_measured': np.float64(0.4585458729561288), 'phi_iit_std': np.float64(0.09192667744533242), 'fidelity': np.float64(0.6440457076732946), 'entanglement': np.float64(0.31785917990844437), 'max_phi_bound': np.float64(14.579080186242964), 'coupling_ratio': 0.6180889837024599, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.15203292040215116), 'information_efficiency': np.float64(3.016095933322877)}",0.15,0.3819110162975401,0.4585458729561288,0.382,,,,IIT consciousness with fibonacci temporal pattern,,21,,,,,,,,,,,,,,,,,,,,,0.15203292040215116,"[0, 1, 2, 3, 10, 11, 12, 13]",[],20,3.016095933322877
2026-01-22T21:10:53.620313,consciousness,machine_architecture,"{'qubits': 21, 'coupling_strength': 0.382, 'delay_pattern': 'lucas', 'temperature': 1.216, 'phi_alignment': 0.382}","{'phi_iit_measured': np.float64(0.45856974060203853), 'phi_iit_std': np.float64(0.09113692595479435), 'fidelity': np.float64(0.644148982315439), 'entanglement': np.float64(0.3171552188205519), 'max_phi_bound': np.float64(14.579080186242964), 'coupling_ratio': 0.6180889837024599, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.15203333852149556), 'information_efficiency': np.float64(3.0162446280636184)}",0.15,0.3819110162975401,0.45856974060203853,0.382,,,,IIT consciousness with lucas temporal pattern,,21,,,,,,,,,,,,,,,,,,,,,0.15203333852149556,"[0, 1, 2, 3, 10, 11, 12, 13]",[],20,3.0162446280636184
2026-01-22T21:10:53.621104,consciousness,machine_architecture,"{'qubits': 21, 'coupling_strength': 0.618, 'delay_pattern': 'fibonacci', 'temperature': 1.216, 'phi_alignment': 0.618}","{'phi_iit_measured': np.float64(0.5610637619471751), 'phi_iit_std': np.float64(0.09228979767784469), 'fidelity': np.float64(0.6427386484376172), 'entanglement': np.float64(0.45910409338460767), 'max_phi_bound': np.float64(14.579080186242964), 'coupling_ratio': 0.9999450050474351, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.15382885422389211), 'information_efficiency': np.float64(3.6473245853509897)}",0.55,5.499495256490213e-05,0.5610637619471751,0.618,,,,IIT consciousness with fibonacci temporal pattern,,21,,,,,,,,,,,,,,,,,,,,,0.15382885422389211,"[0, 1, 2, 3, 10, 11, 12, 13]",[],20,3.6473245853509897
2026-01-22T21:10:53.621850,consciousness,machine_architecture,"{'qubits': 21, 'coupling_strength': 0.618, 'delay_pattern': 'lucas', 'temperature': 1.216, 'phi_alignment': 0.618}","{'phi_iit_measured': np.float64(0.5604162687487051), 'phi_iit_std': np.float64(0.09107497140307189), 'fidelity': np.float64(0.6434566959839225), 'entanglement': np.float64(0.46157463508758645), 'max_phi_bound': np.float64(14.579080186242964), 'coupling_ratio': 0.9999450050474351, 'shots': 4000, 'sparse_activation_ratio': np.float64(0.15381751127734958), 'information_efficiency': np.float64(3.6433840600776204)}",0.55,5.499495256490213e-05,0.5604162687487051,0.618,,,,IIT consciousness with lucas temporal pattern,,21,,,,,,,,,,,,,,,,,,,,,0.15381751127734958,"[0, 1, 2, 3, 10, 11, 12, 13]",[],20,3.6433840600776204
